"albendazole, chewable tablets 400 mg",tablet,Medicines,75,64,200
"aluminium hydroxide + magnesium hydroxide,",tablet,Medicines,15,572,1000
"amoxicillin, tablets 250 mg",tablet,Medicines,5,674,3000
"benzyl benzoate, lotion 25%","Bottle, 1 litre",Medicines,15000,0,1
"chlorhexidine gluconate, solution 5%","Bottle, 1 litre",Medicines,15000,0,1
"ferrous sulfate + folic acid, tablets 200 mg + 0.4 mg",tablet,Medicines,8,468,2000
"ibuprofen, scored tablets 400 mg",tablet,Medicines,8,325,2000
"miconazole, cream 2%",30 g,Medicines,750,8,20
ORS (oral rehydration salts),sachet for 1 litre,Medicines,75,89,200
"paracetamol, tablets 100 mg",tablet,Medicines,15,55,1000
"paracetamol, tablets 500 mg",tablet,Medicines,8,125,2000
"polyvidone iodine, solution 10% (equivalent to 1% available iodine)","bottle, 200ml",Medicines,1250,12,12
"tetracycline, eye ointment 1% tube","Tube, 5 g",Medicines,300,24,50
"zinc sulfate, dispersible tablets 20 mg",tablet,Medicines,15,500,1000
"ketamine, injection 50 mg/ml",10 ml/vial 25,Anaesthetics,600,24,25
"lidocaine, injection 1%",20 ml/vial 50,Anaesthetics,300,50,50
"morphine, injection 10 mg/ml3",1 ml/ampoule,Analgesics,300,12,50
"hydrocortisone, powder for injection 100 mg",vial,Anti-allergics,300,12,50
"prednisolone, tablets 5 mg",tablet,Anti-allergics,150,55,100
"diazepam, injection 5 mg/ml",2 ml/ampoule,Anticonvulsants/antiepileptics,75,125,200
"magnesium sulfate, injection 500 mg/ml",10 ml/ampoule,Anticonvulsants/antiepileptics,375,35,40
"phenobarbital, tablets 50 mg",tablet,Anticonvulsants/antiepileptics,15,255,1000
"calcium gluconate, injection 100 mg/ml6",10 ml/ampoule,Antidotes,1500,1,10
"naloxone, injection 0.4 mg/ml",1 ml/ampoule,Antidotes,1500,5,10
"benzathine benzylpenicillin, injection 2.4 million IU/vial (long-acting penicillin)",vial,Anti-infective medicines,300,32,50
"benzylpenicillin, injection 5 million IU/vial",vial,Anti-infective medicines,60,125,250
"ceftriaxone, injection 1 g",vial,Anti-infective medicines,19,66,800
"clotrimazole, pessary 500 mg",pessary,Anti-infective medicines,150,24,100
"cloxacillin, capsules 250 mg",capsule,Anti-infective medicines,8,422,2000
"doxycycline, tablets 100 mg",tablet,Anti-infective medicines,5,1252,3000
"metronidazole, tablets 500 mg",tablet,Anti-infective medicines,8,1124,2000
"miconazole, muco-adhesive tablets 10 mg",tablet,Anti-infective medicines,43,152,350
"procaine benzylpenicillin, injection 3 - 4 million IU/vial",vial,Anti-infective medicines,75,12,200
"atenolol, tablets 50 mg",tablet,Cardiovascular medicines,15,4,1000
"hydralazine, powder for injection 20 mg",ampoule,Cardiovascular medicines,750,11,20
"methyldopa, tablets 250 mg",tablet,Cardiovascular medicines,15,242,1000
"silver sulfadiazine, cream 1%","tube, 50 g",Dermatological medicines,500,12,30
"sodium dichloroisocyanurate (NaDCC), tablets 1.67 g",tablet,Disinfectants and antiseptics,1,8750,12000
"furosemide, injection 10 mg/ml",2 ml/ampoule,Diuretics,750,11,20
"hydrochlorothiazide, tablets 25 mg",tablet,Diuretics,75,12,200
"atropine, injection 1 mg/ml",1 ml/ampoule,Gastrointestinal medicines,300,44,50
"promethazine, tablets 25 mg",tablet,Gastrointestinal medicines,30,22,500
"bag, urine, collecting, 2000 ml",unit,"Medical devices, renewable",3000,5,10
"cannula, IV short, 18G (1.3 x 45 mm), sterile, single-use",unit,"Medical devices, renewable",300,52,100
"cannula, IV short, 22G (0.8 x 25 mm), sterile, single-use",unit,"Medical devices, renewable",600,12,50
"cannula, IV short, 24G (0.7 x 19 mm), sterile, single-use",unit,"Medical devices, renewable",600,42,50
"catheter, Foley, CH12, sterile, single-use",unit,"Medical devices, renewable",6000,1,5
"catheter, Foley, CH14, sterile, single-use",unit,"Medical devices, renewable",6000,1,5
"catheter, Foley, CH18, sterile, single-use",unit,"Medical devices, renewable",300,25,100
"clamp, umbilical, sterile",unit,"Medical devices, renewable",20,252,1500
"compress, gauze, 10 cm x 10 cm, non-sterile",unit,"Medical devices, renewable",15,1252,2000
"compress, gauze, 10 cm x 10 cm, sterile",unit,"Medical devices, renewable",300,62,100
"gloves, examination, latex, large, single-use",unit,"Medical devices, renewable",300,32,100
"gloves, examination, latex, medium, single-use",unit,"Medical devices, renewable",300,42,100
"gloves, examination, latex, small, single-use",unit,"Medical devices, renewable",300,52,100
"gloves, surgical, 6.5, sterile, single-use, pair",unit,"Medical devices, renewable",600,16,50
"gloves, surgical, 7.5, sterile, single-use, pair",unit,"Medical devices, renewable",200,89,150
"gloves, surgical, 8.5, sterile, single-use, pair",unit,"Medical devices, renewable",600,2,50
"indicator, TST (time, steam, temperature) control spot",unit,"Medical devices, renewable",100,1,300
"masking tape, 2 cm x 50 m",roll,"Medical devices, renewable",30000,0,1
"needle, scalp vein, 21G (0.8 x 19 mm), sterile, single-use",unit,"Medical devices, renewable",300,0,100
"needle, scalp vein, 25G (0.5 x 19 mm), sterile, single-use",unit,"Medical devices, renewable",100,171,300
"needle, single-use, 19G (1.1 x 40 mm), sterile",unit,"Medical devices, renewable",15,1122,2000
"needle, single-use, 21G (0.8 x 40 mm), sterile",unit,"Medical devices, renewable",20,12,1500
"needle, single-use, 23G (0.6 x 25 mm), sterile",unit,"Medical devices, renewable",20,3,1500
"needle, single-use, 25G (0.5 x 16 mm), sterile",unit,"Medical devices, renewable",300,22,100
"needle, spinal, 20G (0.9 x 90 mm), sterile, single-use",unit,"Medical devices, renewable",1200,4,25
"needle, spinal, 22G (0.7 x 40 mm), sterile, single-use",unit,"Medical devices, renewable",1200,12,25
"paper sheet, crepe, approximately 1 m x 1 m, for sterilization pack",sheet,"Medical devices, renewable",300,42,100
"razor, safety, single-use",unit,"Medical devices, renewable",300,24,100
"safety box for used syringes/needles, 5 litres",unit,"Medical devices, renewable",600,42,50
"scalpel blade, No. 22, sterile, single-use",unit,"Medical devices, renewable",300,28,100
"bandage, elastic, 7.5 cm x 5 m, roll",unit,"Medical devices, renewable",1500,11,20
"bandage, gauze, 8 cm x 4 m, roll",unit,"Medical devices, renewable",150,122,200
"compress, gauze, 10 cm x 10 cm, non-sterile",unit,"Medical devices, renewable",60,125,500
"cotton wool, 500 g, roll, non-sterile",unit,"Medical devices, renewable",15000,1,2
"gloves, examination, latex, medium, single-use",unit,"Medical devices, renewable",300,252,100
"soap, toilet, bar, approximately 110 g, wrapped",unit,"Medical devices, renewable",3000,9,10
"tape, adhesive, zinc oxide, 2.5 cm x 5 m",unit,"Medical devices, renewable",1000,25,30
"Interagency Emergency Health Kit 2011, English version",unit,Guidelines for IHEK 2011 users,250,1,2
"Interagency Emergency Health Kit 2011, French version",unit,Guidelines for IHEK 2011 users,250,1,2
"Interagency Emergency Health Kit 2011, Spanish version",unit,Guidelines for IHEK 2011 users,250,0,2
"apron, protection, plastic, single-use",unit,"Medical devices, equipment",450,35,100
